sentence,tokens,bio_tags
something {difficulty: challenging} around {route_length: 2 km},"something, challenging, around, 2, km","O, B-difficulty, O, B-route_length, I-route_length"
hey can you help me find a nice running track?,"hey, can, you, help, me, find, a, nice, running, track?","O, O, O, O, O, O, O, O, O, O"
Time for my long run - need a {difficulty: flat and easy} {route_length: 2 km} route from {start_location: hatzanhanim street} {loca_start_num: 55},"Time, for, my, long, run, -, need, a, flat, and, easy, 2, km, route, from, hatzanhanim, street, 55","O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Want to avoid hills - got a flat {route_length: 14 km} route from {start_location: shlomo zalman shragai street} {loca_start_num: 87}?,"Want, to, avoid, hills, -, got, a, flat, 14, km, route, from, shlomo, zalman, shragai, street, 87, ?","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, I-start_location, B-loca_start_num, O"
Speed work route needed - {difficulty: challenging} {route_length: 9.0 km} with good straightaways,"Speed, work, route, needed, -, challenging, 9.0, km, with, good, straightaways","O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, O"
{route_length: 18.5 kilometers} track with good scenery,"18.5, kilometers, track, with, good, scenery","B-route_length, I-route_length, O, O, O, O"
elderly person needs walking route suggestion,"elderly, person, needs, walking, route, suggestion","O, O, O, O, O, O"
I need a {difficulty: flat and easy} route.,"I, need, a, flat, and, easy, route.","O, O, O, B-difficulty, I-difficulty, I-difficulty, O"
i wanna run from my house on {start_location: shmuel hanavi} to the beach,"i, wanna, run, from, my, house, on, shmuel, hanavi, to, the, beach","O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O"
{difficulty: difficult but rewarding} running track please,"difficult, but, rewarding, running, track, please","B-difficulty, I-difficulty, I-difficulty, O, O, O"
Group run starting at {start_location: startup} {loca_start_num: 10},"Group, run, starting, at, startup, 10","O, O, O, O, B-start_location, B-loca_start_num"
Show me where to run,"Show, me, where, to, run","O, O, O, O, O"
older person need {difficulty: not hard} path {route_length: moderate distance} start {start_location: chaim nachman bialik} {loca_start_num: 7} finish {end_location: strauss} {loca_end_num: 51},"older, person, need, not, hard, path, moderate, distance, start, chaim, nachman, bialik, 7, finish, strauss, 51","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
plan running route {difficulty: moderate effort} distance {route_length: 1 km} starting {start_location: ephraim kishon street} {loca_start_num: 54} ending {end_location: crusader} {loca_end_num: 65},"plan, running, route, moderate, effort, distance, 1, km, starting, ephraim, kishon, street, 54, ending, crusader, 65","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"Planning a group run, need a {difficulty: flat and easy} {route_length: 3.5 km} route from {start_location: israel museum} {loca_start_num: 53}","Planning, a, group, run,, need, a, flat, and, easy, 3.5, km, route, from, israel, museum, 53","O, O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Quick lunch run route near {start_location: friendship} {loca_start_num: 41}?,"Quick, lunch, run, route, near, friendship, 41, ?","O, O, O, O, O, B-start_location, B-loca_start_num, O"
looking for {difficulty: extreme difficulty} running path {route_length: 300 meters} from {start_location: kiryat yovel street} {loca_start_num: 76} to {end_location: pinsker} {loca_end_num: 9},"looking, for, extreme, difficulty, running, path, 300, meters, from, kiryat, yovel, street, 76, to, pinsker, 9","O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"{start_location: liberation street} {loca_start_num: 99} to {end_location: purim street} {loca_end_num: 63}, {difficulty: difficult but rewarding} {route_length: 20.0 kilometers} please and thank you!","liberation, street, 99, to, purim, street, 63, ,, difficult, but, rewarding, 20.0, kilometers, please, and, thank, you!","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length, O, O, O, O"
Group run starting at {start_location: rabbi ovadia yosef} {loca_start_num: 38},"Group, run, starting, at, rabbi, ovadia, yosef, 38","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Need some hills in my life, {route_length: 3.5 km} route from {start_location: megiddo street} {loca_start_num: 14}?","Need, some, hills, in, my, life,, 3.5, km, route, from, megiddo, street, 14, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Planning a social run - need a {difficulty: slightly challenging} {route_length: 11.0 kilometers} route with good stopping points,"Planning, a, social, run, -, need, a, slightly, challenging, 11.0, kilometers, route, with, good, stopping, points","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, O, O, O"
need simple {difficulty: hard} route {route_length: long} from {start_location: acre street} {loca_start_num: 52} to {end_location: drip irrigation street} {loca_end_num: 80},"need, simple, hard, route, long, from, acre, street, 52, to, drip, irrigation, street, 80","O, O, B-difficulty, O, B-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Can anyone recommend a good {difficulty: somewhat tough} running route that shows off the city's architecture? Staying near {start_location: bet alpha street} {loca_start_num: 44},"Can, anyone, recommend, a, good, somewhat, tough, running, route, that, shows, off, the, city's, architecture?, Staying, near, bet, alpha, street, 44","O, O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
I'm staying at {start_location: hapisga street} {loca_start_num: 16} and would love a {difficulty: slightly challenging} route to explore the city,"I'm, staying, at, hapisga, street, 16, and, would, love, a, slightly, challenging, route, to, explore, the, city","O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, O"
can you suggest good running path?,"can, you, suggest, good, running, path?","O, O, O, O, O, O"
Create a {difficulty: extreme difficulty} running route from {start_location: ancient harbor} {loca_start_num: 39} to {end_location: nathan alterman} {loca_end_num: 46} that is {route_length: 7.0 kilometers}.,"Create, a, extreme, difficulty, running, route, from, ancient, harbor, 39, to, nathan, alterman, 46, that, is, 7.0, kilometers, .","O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
where can i do {route_length: 1.0 km} run?,"where, can, i, do, 1.0, km, run?","O, O, O, O, B-route_length, I-route_length, O"
need {difficulty: very hard} track starting from {start_location: reuven rubin street} {loca_start_num: 44},"need, very, hard, track, starting, from, reuven, rubin, street, 44","O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
what's a good running spot around here?,"what's, a, good, running, spot, around, here?","O, O, O, O, O, O, O"
where to run for good city views?,"where, to, run, for, good, city, views?","O, O, O, O, O, O, O"
where to run {route_length: 2.0 km}?,"where, to, run, 2.0, km, ?","O, O, O, B-route_length, I-route_length, O"
tourist here want {difficulty: very hard} route {route_length: 3-5 km} begin {start_location: einstein street} {loca_start_num: 6} end {end_location: nahal sorek street} {loca_end_num: 24},"tourist, here, want, very, hard, route, 3-5, km, begin, einstein, street, 6, end, nahal, sorek, street, 24","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
need run starting at {start_location: bar ilan} {loca_start_num: 44} that is {difficulty: easy},"need, run, starting, at, bar, ilan, 44, that, is, easy","O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, B-difficulty"
hey can you help me find a nice running track?,"hey, can, you, help, me, find, a, nice, running, track?","O, O, O, O, O, O, O, O, O, O"
Generate a {difficulty: easy} running route from {start_location: innovation street} {loca_start_num: 46} to {end_location: caesarea street} {loca_end_num: 22} that spans {route_length: 5-10 km}.,"Generate, a, easy, running, route, from, innovation, street, 46, to, caesarea, street, 22, that, spans, 5-10, km, .","O, O, B-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
"{start_location: technion street} {loca_start_num: 69} to {end_location: herod's gate}, something easy please","technion, street, 69, to, herod's, gate, ,, something, easy, please","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, O, O, O, O"
"Sunrise run route needed near {start_location: enzo sereni street} {loca_start_num: 57}, about {route_length: marathon length}","Sunrise, run, route, needed, near, enzo, sereni, street, 57, ,, about, marathon, length","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, B-route_length, I-route_length"
Prepping for race day from {start_location: ramle market street} {loca_start_num: 12},"Prepping, for, race, day, from, ramle, market, street, 12","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Can you generate a {difficulty: difficult but rewarding} route from {start_location: shmuel hanavi} {loca_start_num: 13} to {end_location: ted arison street} {loca_end_num: 24} with a distance of {route_length: very long}?,"Can, you, generate, a, difficult, but, rewarding, route, from, shmuel, hanavi, 13, to, ted, arison, street, 24, with, a, distance, of, very, long, ?","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
something {difficulty: medium} around {route_length: 12 km},"something, medium, around, 12, km","O, B-difficulty, O, B-route_length, I-route_length"
Never run here before need a route,"Never, run, here, before, need, a, route","O, O, O, O, O, O, O"
{difficulty: slightly challenging} path to {end_location: damascus gate} {loca_end_num: 7},"slightly, challenging, path, to, damascus, gate, 7","B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num"
Advanced runner looking for a challenging {route_length: 2 km} route from {start_location: hashual street} {loca_start_num: 12},"Advanced, runner, looking, for, a, challenging, 2, km, route, from, hashual, street, 12","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
{route_length: 17 kilometers} {difficulty: intense} route from {start_location: beit hakerem street} {loca_start_num: 53} to {end_location: ahad ha'am} {loca_end_num: 88},"17, kilometers, intense, route, from, beit, hakerem, street, 53, to, ahad, ha'am, 88","B-route_length, I-route_length, B-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
{start_location: arlosoroff} {loca_start_num: 79} to {end_location: tel hazor street} {loca_end_num: 23},"arlosoroff, 79, to, tel, hazor, street, 23","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
